insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2019-04-24 11:22:25,MADRID,VALENCIA,2019-05-13 17:48:00,2019-05-13 21:58:00,INTERCITY,17.15,Turista,Promo
2019-04-18 17:47:14,BARCELONA,MADRID,2019-04-27 09:03:00,2019-04-27 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-12 08:12:09,MADRID,BARCELONA,2019-04-23 15:00:00,2019-04-23 17:30:00,AVE,127.1,Turista,Flexible
2019-05-08 23:47:30,MADRID,SEVILLA,2019-05-19 13:00:00,2019-05-19 15:40:00,AVE,69.4,Preferente,Promo
2019-04-23 00:18:49,BARCELONA,MADRID,2019-04-22 16:25:00,2019-04-22 18:55:00,AVE,68.65,Turista,Promo
2019-04-19 03:11:01,MADRID,BARCELONA,2019-05-15 20:30:00,2019-05-15 23:40:00,AVE,40.95,Turista,Promo
2019-04-14 12:21:55,MADRID,VALENCIA,2019-04-20 11:10:00,2019-04-20 13:25:00,INTERCITY,29.9,Turista,Promo
2019-04-21 04:38:06,MADRID,SEVILLA,2019-05-02 08:30:00,2019-05-02 11:14:00,ALVIA,,Turista,Flexible
2019-04-21 01:11:20,MADRID,PONFERRADA,2019-04-21 14:40:00,2019-04-21 18:33:00,AVE-MD,44.7,Turista con enlace,Promo +
2019-04-12 14:02:10,MADRID,VALENCIA,2019-05-04 15:30:00,2019-05-04 22:31:00,AVE-MD,,Turista con enlace,Flexible
2019-04-25 21:31:19,MADRID,VALENCIA,2019-05-06 18:40:00,2019-05-06 20:20:00,AVE,33.65,Turista,Promo
2019-05-07 09:05:38,MADRID,SEVILLA,2019-05-19 16:00:00,2019-05-19 18:30:00,AVE,69.4,Preferente,Promo
2019-04-12 06:21:54,MADRID,VALENCIA,2019-05-18 19:40:00,2019-05-18 21:29:00,AVE,36.15,Preferente,Promo
2019-04-16 19:46:01,SEVILLA,MADRID,2019-05-29 09:50:00,2019-05-29 12:36:00,ALVIA,,Turista,Promo
2019-05-01 21:11:46,VALENCIA,MADRID,2019-05-07 17:30:00,2019-05-07 23:58:00,MD-LD,28.1,Turista con enlace,Promo +
2019-04-14 23:05:09,PONFERRADA,MADRID,2019-05-08 06:11:00,2019-05-08 10:15:00,ALVIA,33.5,Turista,Promo
2019-04-18 18:02:27,MADRID,SEVILLA,2019-05-16 16:30:00,2019-05-16 18:51:00,AVE,76.3,Turista,Flexible
2019-04-18 19:01:08,BARCELONA,MADRID,2019-04-23 17:25:00,2019-04-23 19:55:00,AVE,78.8,Turista,Promo
2019-05-07 11:09:22,MADRID,PONFERRADA,2019-05-14 14:40:00,2019-05-14 18:52:00,AVE-LD,37.45,Turista con enlace,Promo
2019-04-21 02:43:40,MADRID,SEVILLA,2019-04-26 10:00:00,2019-04-26 12:32:00,AVE,76.3,Turista,Flexible
2019-04-15 02:20:13,MADRID,SEVILLA,2019-05-20 11:05:00,2019-05-20 13:41:00,ALVIA,,Turista,Promo
2019-04-20 13:36:27,VALENCIA,MADRID,2019-06-08 14:50:00,2019-06-08 22:17:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-08 07:27:38,SEVILLA,MADRID,2019-05-12 08:45:00,2019-05-12 11:15:00,AVE,101.5,Preferente,Promo
2019-04-16 22:23:48,VALENCIA,MADRID,2019-05-30 12:40:00,2019-05-30 14:20:00,AVE,33.65,Turista,Promo
2019-05-02 15:00:23,VALENCIA,MADRID,2019-05-10 15:10:00,2019-05-10 17:03:00,AVE,73.1,Turista,Flexible
2019-04-24 07:04:12,MADRID,SEVILLA,2019-05-15 11:05:00,2019-05-15 13:41:00,ALVIA,,Turista,Promo
2019-04-24 06:42:33,MADRID,BARCELONA,2019-05-28 07:00:00,2019-05-28 09:30:00,AVE,94.55,Turista Plus,Promo
2019-05-02 07:42:31,MADRID,SEVILLA,2019-05-13 20:35:00,2019-05-13 23:15:00,AVE,47.3,Turista,Promo
2019-04-27 03:32:42,MADRID,SEVILLA,2019-05-23 08:30:00,2019-05-23 11:14:00,ALVIA,,Turista,Promo
2019-04-17 18:04:16,BARCELONA,MADRID,2019-04-19 18:00:00,2019-04-19 21:10:00,AVE,98.0,Preferente,Promo
2019-04-14 06:15:31,MADRID,SEVILLA,2019-06-02 18:00:00,2019-06-02 20:32:00,AVE,69.4,Preferente,Promo
2019-04-23 05:02:47,MADRID,SEVILLA,2019-04-25 16:30:00,2019-04-25 18:51:00,AVE,60.3,Turista,Promo
2019-04-21 17:16:25,VALENCIA,MADRID,2019-04-23 14:10:00,2019-04-23 15:48:00,AVE,57.75,Turista,Promo
2019-04-21 06:27:04,MADRID,BARCELONA,2019-04-27 12:30:00,2019-04-27 15:30:00,AVE,107.7,Turista,Flexible
2019-05-09 15:25:26,MADRID,SEVILLA,2019-06-10 16:30:00,2019-06-10 18:51:00,AVE,35.1,Turista,Promo
2019-04-26 19:29:23,MADRID,SEVILLA,2019-05-04 11:05:00,2019-05-04 13:41:00,ALVIA,,Turista,Flexible
2019-05-08 23:17:07,SEVILLA,MADRID,2019-05-12 14:58:00,2019-05-12 17:50:00,ALVIA,,Turista,Flexible
2019-05-07 01:42:23,MADRID,VALENCIA,2019-05-11 09:40:00,2019-05-11 11:24:00,AVE,58.95,Preferente,Promo
2019-05-03 17:16:28,MADRID,BARCELONA,2019-06-04 07:15:00,2019-06-04 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-21 08:45:49,MADRID,SEVILLA,2019-05-19 19:30:00,2019-05-19 22:05:00,AVE,69.4,Preferente,Promo
2019-04-21 23:16:39,VALENCIA,MADRID,2019-04-26 09:00:00,2019-04-26 11:33:00,ALVIA,71.0,Turista,Flexible
2019-04-15 17:15:59,MADRID,BARCELONA,2019-04-26 12:30:00,2019-04-26 15:30:00,AVE,107.7,Turista,Flexible
2019-04-14 06:17:41,SEVILLA,MADRID,2019-05-25 17:45:00,2019-05-25 20:17:00,AVE,60.3,Turista,Promo
2019-04-14 04:23:26,SEVILLA,MADRID,2019-05-10 08:35:00,2019-05-10 15:26:00,LD-MD,,Turista,Flexible
2019-04-12 23:24:07,MADRID,SEVILLA,2019-05-15 21:25:00,2019-05-16 00:10:00,AV City,,Turista,Promo
2019-05-09 03:33:14,BARCELONA,MADRID,2019-06-12 12:50:00,2019-06-12 15:45:00,AVE-TGV,66.75,Turista,Promo
2019-04-22 01:43:48,MADRID,VALENCIA,2019-05-22 11:10:00,2019-05-22 13:25:00,INTERCITY,29.9,Turista,Promo
2019-05-09 01:48:54,BARCELONA,MADRID,2019-07-06 15:00:00,2019-07-06 17:45:00,AVE,69.8,Turista Plus,Promo
2019-04-30 11:18:25,BARCELONA,MADRID,2019-05-27 13:25:00,2019-05-27 16:10:00,AVE,85.1,Turista,Promo
2019-04-17 11:19:33,BARCELONA,MADRID,2019-05-23 12:50:00,2019-05-23 15:45:00,AVE-TGV,80.15,Turista Plus,Promo
2019-05-08 05:46:33,SEVILLA,MADRID,2019-05-30 07:40:00,2019-05-30 10:05:00,AVE,60.3,Turista,Promo
2019-04-27 01:17:46,VALENCIA,MADRID,2019-05-26 17:30:00,2019-05-26 19:43:00,INTERCITY,43.75,Turista,Promo
2019-04-17 06:32:50,MADRID,VALENCIA,2019-06-14 12:21:00,2019-06-14 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-15 01:34:06,SEVILLA,MADRID,2019-05-04 11:45:00,2019-05-04 14:17:00,AVE,60.3,Turista,Promo
2019-05-08 07:29:47,SEVILLA,MADRID,2019-05-27 06:10:00,2019-05-27 08:58:00,AV City,,Turista,Flexible
2019-04-16 13:20:52,BARCELONA,MADRID,2019-05-21 19:00:00,2019-05-21 22:00:00,AVE,49.55,Turista,Promo
2019-04-28 05:21:20,MADRID,VALENCIA,2019-05-05 12:42:00,2019-05-05 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-07 01:47:15,MADRID,BARCELONA,2019-05-17 06:30:00,2019-05-17 09:20:00,AVE,66.75,Turista,Promo
2019-04-27 07:36:15,MADRID,BARCELONA,2019-05-22 06:10:00,2019-05-22 08:40:00,AVE,90.5,Turista Plus,Promo
2019-04-19 11:17:02,BARCELONA,MADRID,2019-04-23 07:05:00,2019-04-23 09:50:00,AVE,75.4,Turista,Promo
2019-04-21 02:42:02,MADRID,VALENCIA,2019-05-01 21:10:00,2019-05-01 23:03:00,AVE,39.45,Turista,Promo
2019-05-01 23:07:34,BARCELONA,MADRID,2019-05-11 09:00:00,2019-05-11 11:45:00,AVE,102.15,Turista Plus,Promo
2019-04-16 23:19:40,MADRID,PONFERRADA,2019-05-07 14:40:00,2019-05-07 18:33:00,AVE-MD,38.75,Turista con enlace,Promo +
2019-04-17 15:37:30,MADRID,SEVILLA,2019-05-06 16:00:00,2019-05-06 18:30:00,AVE,53.4,Turista,Promo
2019-04-25 09:46:36,BARCELONA,MADRID,2019-05-04 14:00:00,2019-05-04 17:10:00,AVE,85.1,Turista,Promo
2019-05-08 21:45:09,MADRID,BARCELONA,2019-06-14 17:00:00,2019-06-14 19:30:00,AVE,127.1,Turista,Flexible
2019-04-27 11:14:46,BARCELONA,MADRID,2019-05-14 15:00:00,2019-05-14 17:45:00,AVE,75.4,Turista,Promo
2019-04-15 07:26:46,MADRID,BARCELONA,2019-05-23 07:20:00,2019-05-23 09:50:00,AVE,88.95,Turista,Promo
2019-04-14 23:17:52,VALENCIA,MADRID,2019-05-03 17:10:00,2019-05-03 18:50:00,AVE,66.55,Preferente,Promo
2019-04-12 01:19:32,MADRID,VALENCIA,2019-05-28 16:45:00,2019-05-28 18:50:00,ALVIA,35.5,Turista,Promo
2019-04-30 11:00:24,SEVILLA,MADRID,2019-05-06 16:45:00,2019-05-06 19:17:00,AVE,76.3,Turista,Flexible
2019-04-15 05:32:25,VALENCIA,MADRID,2019-05-10 17:10:00,2019-05-10 18:50:00,AVE,57.75,Turista,Promo
2019-04-29 05:30:49,SEVILLA,MADRID,2019-05-15 21:00:00,2019-05-15 23:52:00,AV City,49.15,Turista,Promo
2019-04-20 01:00:49,BARCELONA,MADRID,2019-04-27 11:00:00,2019-04-27 13:45:00,AVE,58.15,Turista,Promo
2019-05-09 09:28:34,VALENCIA,MADRID,2019-06-02 14:50:00,2019-06-02 22:17:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-13 20:00:29,MADRID,SEVILLA,2019-05-30 15:00:00,2019-05-30 17:21:00,AVE,76.3,Turista,Flexible
2019-04-16 16:27:41,PONFERRADA,MADRID,2019-04-21 17:15:00,2019-04-21 23:10:00,MD-LD,,Turista,Flexible
2019-04-16 12:25:40,VALENCIA,MADRID,2019-05-04 12:40:00,2019-05-04 14:20:00,AVE,33.65,Turista,Promo
2019-04-16 15:43:57,MADRID,SEVILLA,2019-05-12 20:35:00,2019-05-12 23:15:00,AVE,76.3,Turista,Flexible
2019-04-19 07:06:49,VALENCIA,MADRID,2019-04-24 10:40:00,2019-04-24 12:32:00,AVE,66.55,Preferente,Promo
2019-04-17 20:39:53,PONFERRADA,MADRID,2019-05-05 18:55:00,2019-05-05 23:03:00,ALVIA,33.5,Turista,Promo
2019-05-04 09:04:04,BARCELONA,MADRID,2019-05-06 20:00:00,2019-05-06 23:10:00,AVE,80.15,Turista Plus,Promo
2019-04-29 23:13:29,MADRID,BARCELONA,2019-05-02 07:15:00,2019-05-02 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-24 02:42:24,MADRID,BARCELONA,2019-05-30 19:00:00,2019-05-30 21:30:00,AVE,106.75,Turista Plus,Promo
2019-04-14 16:29:04,VALENCIA,MADRID,2019-05-24 19:40:00,2019-05-24 21:23:00,AVE,45.3,Turista,Promo
2019-04-20 18:31:25,MADRID,VALENCIA,2019-05-29 16:05:00,2019-05-29 22:47:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-16 00:22:39,MADRID,BARCELONA,2019-05-11 08:30:00,2019-05-11 11:15:00,AVE,85.1,Turista,Promo
2019-04-29 23:05:31,BARCELONA,MADRID,2019-05-16 18:25:00,2019-05-16 20:55:00,AVE,78.8,Turista,Promo
2019-04-24 15:32:09,MADRID,BARCELONA,2019-06-01 08:30:00,2019-06-01 11:15:00,AVE,85.1,Turista,Promo
2019-04-14 11:13:25,SEVILLA,MADRID,2019-05-12 10:45:00,2019-05-12 13:17:00,AVE,60.3,Turista,Promo
2019-04-17 02:14:57,MADRID,VALENCIA,2019-05-19 11:55:00,2019-05-19 13:35:00,AVE,39.45,Turista,Promo
2019-05-01 01:15:16,BARCELONA,MADRID,2019-05-17 21:25:00,2019-05-17 23:55:00,AVE,85.1,Turista,Promo
2019-04-20 21:19:23,VALENCIA,MADRID,2019-06-07 14:50:00,2019-06-07 22:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-27 23:26:33,MADRID,SEVILLA,2019-05-17 08:00:00,2019-05-17 10:32:00,AVE,76.3,Turista,Flexible
2019-04-22 07:38:03,MADRID,VALENCIA,2019-04-28 17:10:00,2019-04-28 18:54:00,AVE,73.1,Turista,Flexible
2019-04-14 03:22:20,SEVILLA,MADRID,2019-05-12 12:40:00,2019-05-12 15:23:00,AVE,79.65,Preferente,Promo
2019-04-15 09:34:03,SEVILLA,MADRID,2019-05-15 15:45:00,2019-05-15 18:15:00,AVE,76.3,Turista,Flexible
2019-04-17 17:12:28,MADRID,BARCELONA,2019-06-01 18:30:00,2019-06-01 21:20:00,AVE,69.8,Turista Plus,Promo
2019-05-02 19:05:15,MADRID,BARCELONA,2019-05-21 08:20:00,2019-05-21 11:05:00,AVE,85.1,Turista,Promo
2019-04-15 14:11:11,BARCELONA,MADRID,2019-05-23 21:15:00,2019-05-24 00:02:00,AVE,66.75,Turista,Promo
2019-04-14 05:06:42,MADRID,BARCELONA,2019-06-01 06:20:00,2019-06-01 09:29:00,AVE,58.15,Turista,Promo
2019-04-22 07:23:02,VALENCIA,MADRID,2019-05-28 09:50:00,2019-05-28 17:28:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-18 13:22:52,VALENCIA,MADRID,2019-05-31 17:10:00,2019-05-31 18:50:00,AVE,57.75,Turista,Promo
2019-04-14 17:31:16,VALENCIA,MADRID,2019-04-26 06:38:00,2019-04-26 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-07 09:13:50,MADRID,BARCELONA,2019-06-20 08:00:00,2019-06-20 10:30:00,AVE,78.8,Turista,Promo
2019-04-21 18:19:21,SEVILLA,MADRID,2019-05-21 07:40:00,2019-05-21 10:05:00,AVE,60.3,Turista,Promo
2019-04-16 06:04:06,MADRID,SEVILLA,2019-04-20 11:05:00,2019-04-20 13:41:00,ALVIA,61.2,Preferente,Promo
2019-05-06 15:15:25,MADRID,SEVILLA,2019-05-19 20:00:00,2019-05-19 22:21:00,AVE,72.3,Turista Plus,Promo
2019-04-24 19:10:43,PONFERRADA,MADRID,2019-04-30 17:55:00,2019-04-30 22:55:00,MD-LD,40.6,Turista con enlace,Promo +
2019-04-16 08:18:12,MADRID,VALENCIA,2019-04-26 18:40:00,2019-04-26 20:20:00,AVE,73.1,Turista,Flexible
2019-04-22 05:18:50,SEVILLA,MADRID,2019-04-24 13:40:00,2019-04-24 16:10:00,AVE,60.3,Turista,Promo
2019-04-12 16:07:59,MADRID,BARCELONA,2019-05-08 11:30:00,2019-05-08 14:40:00,AVE,,Turista,Promo
2019-04-21 09:30:13,SEVILLA,MADRID,2019-04-30 21:00:00,2019-04-30 23:52:00,AV City,43.55,Turista,Promo
2019-04-19 08:11:49,MADRID,BARCELONA,2019-04-28 17:00:00,2019-04-28 19:30:00,AVE,98.55,Preferente,Promo
2019-04-21 15:31:50,MADRID,SEVILLA,2019-05-21 15:00:00,2019-05-21 17:21:00,AVE,47.3,Turista,Promo
2019-04-23 01:09:40,BARCELONA,MADRID,2019-05-19 16:00:00,2019-05-19 19:10:00,AVE,90.5,Turista Plus,Promo
2019-04-27 11:41:07,MADRID,VALENCIA,2019-05-21 16:05:00,2019-05-21 22:47:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-17 07:15:49,MADRID,VALENCIA,2019-05-06 21:10:00,2019-05-06 23:03:00,AVE,27.8,Turista,Promo
2019-05-05 15:45:07,MADRID,BARCELONA,2019-05-27 08:00:00,2019-05-27 10:30:00,AVE,100.4,Turista,Promo
2019-04-22 06:24:45,MADRID,VALENCIA,2019-05-31 06:45:00,2019-05-31 08:38:00,AVE,33.65,Turista,Promo
2019-04-19 02:13:46,SEVILLA,MADRID,2019-05-10 15:45:00,2019-05-10 18:15:00,AVE,76.3,Turista,Flexible
2019-04-18 04:38:10,SEVILLA,MADRID,2019-05-21 17:45:00,2019-05-21 20:17:00,AVE,60.3,Turista,Promo
2019-04-21 07:26:07,MADRID,SEVILLA,2019-05-11 07:00:00,2019-05-11 09:55:00,AV City,58.95,Turista Plus,Promo
2019-05-01 03:20:17,MADRID,BARCELONA,2019-05-14 08:20:00,2019-05-14 11:05:00,AVE,75.4,Turista,Promo
2019-04-22 10:03:48,MADRID,VALENCIA,2019-05-16 15:30:00,2019-05-16 22:31:00,AVE-MD,71.0,Turista con enlace,Flexible
2019-04-27 05:10:19,BARCELONA,MADRID,2019-05-23 15:25:00,2019-05-23 17:55:00,AVE,57.95,Turista Plus,Promo
2019-04-12 15:22:32,MADRID,VALENCIA,2019-04-28 17:48:00,2019-04-28 21:58:00,INTERCITY,,Turista Plus,Promo
2019-04-12 09:10:42,MADRID,SEVILLA,2019-04-12 14:00:00,2019-04-12 16:32:00,AVE,76.3,Turista,Flexible
2019-04-24 08:15:57,VALENCIA,MADRID,2019-05-22 19:10:00,2019-05-22 20:50:00,AVE,27.8,Turista,Promo
2019-04-23 10:20:22,MADRID,VALENCIA,2019-05-28 12:40:00,2019-05-28 14:20:00,AVE,21.95,Turista,Promo
2019-04-16 18:41:28,MADRID,BARCELONA,2019-05-12 20:30:00,2019-05-12 23:40:00,AVE,102.15,Turista Plus,Promo
2019-04-13 08:15:27,MADRID,SEVILLA,2019-05-25 11:05:00,2019-05-25 13:41:00,ALVIA,,Turista,Flexible
2019-05-04 13:05:47,MADRID,SEVILLA,2019-05-09 10:00:00,2019-05-09 12:32:00,AVE,91.5,Turista Plus,Flexible
2019-04-28 17:27:15,MADRID,VALENCIA,2019-05-10 11:10:00,2019-05-10 13:25:00,INTERCITY,38.8,Turista,Promo
2019-04-19 23:07:57,MADRID,VALENCIA,2019-05-02 20:40:00,2019-05-02 22:24:00,AVE,57.75,Turista,Promo
2019-05-08 05:40:47,VALENCIA,MADRID,2019-05-28 09:40:00,2019-05-28 11:20:00,AVE,27.8,Turista,Promo
2019-04-21 20:37:19,VALENCIA,MADRID,2019-05-17 16:15:00,2019-05-17 17:55:00,AVE,45.3,Turista,Promo
2019-04-20 06:32:50,MADRID,SEVILLA,2019-05-29 07:00:00,2019-05-29 09:32:00,AVE,53.4,Turista,Promo
2019-04-19 04:02:31,SEVILLA,MADRID,2019-05-10 09:50:00,2019-05-10 12:36:00,ALVIA,,Turista,Flexible
2019-04-14 23:34:14,SEVILLA,MADRID,2019-04-25 09:50:00,2019-04-25 12:36:00,ALVIA,,Turista,Promo
2019-04-26 09:47:01,BARCELONA,MADRID,2019-05-02 20:00:00,2019-05-02 23:10:00,AVE,85.1,Turista,Promo
2019-04-21 08:47:40,MADRID,SEVILLA,2019-05-01 13:10:00,2019-05-01 20:51:00,MD-LD,45.8,Turista con enlace,Flexible
2019-04-25 11:47:45,MADRID,BARCELONA,2019-06-02 17:30:00,2019-06-02 20:40:00,AVE,98.0,Preferente,Promo
2019-04-29 09:17:18,SEVILLA,MADRID,2019-05-14 09:50:00,2019-05-14 12:36:00,ALVIA,87.4,Preferente,Flexible
2019-04-27 05:30:20,MADRID,PONFERRADA,2019-05-12 22:14:00,2019-05-13 04:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-16 10:00:34,MADRID,BARCELONA,2019-06-02 21:25:00,2019-06-02 23:55:00,AVE,75.4,Turista,Promo
2019-04-22 17:38:47,MADRID,BARCELONA,2019-05-17 11:30:00,2019-05-17 14:40:00,AVE,85.1,Turista,Promo
2019-04-22 13:00:49,MADRID,SEVILLA,2019-04-30 08:00:00,2019-04-30 10:32:00,AVE,76.3,Turista,Flexible
2019-04-30 11:17:58,BARCELONA,MADRID,2019-05-30 19:00:00,2019-05-30 22:00:00,AVE,90.5,Turista Plus,Promo
2019-05-03 01:28:20,BARCELONA,MADRID,2019-05-05 10:00:00,2019-05-05 13:10:00,AVE,107.7,Turista,Flexible
2019-05-05 19:04:32,MADRID,VALENCIA,2019-05-26 20:40:00,2019-05-26 22:24:00,AVE,51.15,Turista,Promo
2019-04-26 15:07:54,SEVILLA,MADRID,2019-06-01 08:45:00,2019-06-01 11:15:00,AVE,69.35,Preferente,Promo
2019-04-16 02:28:48,PONFERRADA,MADRID,2019-05-17 13:44:00,2019-05-17 19:21:00,LD,,Turista con enlace,Promo +
2019-04-22 05:16:53,SEVILLA,MADRID,2019-05-30 19:45:00,2019-05-30 22:17:00,AVE,47.3,Turista,Promo
2019-04-30 11:19:40,BARCELONA,MADRID,2019-05-16 13:25:00,2019-05-16 16:10:00,AVE,58.15,Turista,Promo
2019-05-09 13:24:56,SEVILLA,MADRID,2019-05-20 21:00:00,2019-05-20 23:52:00,AV City,49.15,Turista,Promo
2019-04-18 01:07:18,MADRID,BARCELONA,2019-05-27 17:00:00,2019-05-27 19:30:00,AVE,88.95,Turista,Promo
2019-04-29 01:10:14,MADRID,SEVILLA,2019-05-27 18:00:00,2019-05-27 20:32:00,AVE,53.4,Turista,Promo
2019-05-04 19:45:34,MADRID,BARCELONA,2019-05-19 07:30:00,2019-05-19 10:40:00,AVE,66.75,Turista,Promo
2019-04-18 23:02:26,MADRID,SEVILLA,2019-04-29 07:00:00,2019-04-29 09:32:00,AVE,69.4,Preferente,Promo
2019-04-29 21:20:17,BARCELONA,MADRID,2019-05-13 05:50:00,2019-05-13 08:20:00,AVE,85.1,Turista,Promo
2019-04-22 15:30:41,MADRID,VALENCIA,2019-05-12 08:40:00,2019-05-12 10:33:00,AVE,27.8,Turista,Promo
2019-04-18 14:41:09,MADRID,BARCELONA,2019-05-13 08:20:00,2019-05-13 11:05:00,AVE,85.1,Turista,Promo
2019-05-03 09:06:07,MADRID,BARCELONA,2019-05-12 14:30:00,2019-05-12 17:21:00,AVE,107.7,Turista,Flexible
2019-04-27 01:39:03,MADRID,BARCELONA,2019-05-27 17:00:00,2019-05-27 19:30:00,AVE,88.95,Turista,Promo
2019-04-21 07:44:02,MADRID,VALENCIA,2019-04-29 11:55:00,2019-04-29 13:35:00,AVE,57.75,Turista,Promo
2019-05-09 01:48:15,MADRID,BARCELONA,2019-05-18 13:25:00,2019-05-18 16:24:00,AVE-TGV,107.7,Turista,Flexible
2019-05-06 03:47:46,MADRID,BARCELONA,2019-06-07 07:15:00,2019-06-07 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-21 17:32:58,MADRID,VALENCIA,2019-05-18 14:10:00,2019-05-18 16:03:00,AVE,39.45,Turista,Promo
2019-04-16 10:07:05,BARCELONA,MADRID,2019-05-29 06:40:00,2019-05-29 09:25:00,AVE,66.75,Turista,Promo
2019-04-20 11:31:32,MADRID,SEVILLA,2019-04-25 07:00:00,2019-04-25 09:32:00,AVE,76.3,Turista,Flexible
2019-04-16 14:18:36,BARCELONA,MADRID,2019-05-16 08:25:00,2019-05-16 10:55:00,AVE,94.55,Turista Plus,Promo
2019-04-19 22:21:09,BARCELONA,MADRID,2019-05-11 12:00:00,2019-05-11 15:10:00,AVE,85.1,Turista,Promo
2019-04-19 17:26:03,MADRID,SEVILLA,2019-05-21 11:05:00,2019-05-21 13:41:00,ALVIA,,Turista,Promo
2019-04-18 08:02:50,SEVILLA,MADRID,2019-05-01 09:50:00,2019-05-01 12:36:00,ALVIA,,Turista,Promo
2019-04-13 10:01:51,MADRID,BARCELONA,2019-05-27 08:00:00,2019-05-27 10:30:00,AVE,,Turista,Promo
2019-04-21 08:05:39,MADRID,BARCELONA,2019-05-07 14:00:00,2019-05-07 16:30:00,AVE,78.8,Turista,Promo
2019-04-19 03:09:39,MADRID,BARCELONA,2019-05-02 19:30:00,2019-05-02 22:40:00,AVE,49.55,Turista,Promo
2019-05-02 07:18:18,BARCELONA,MADRID,2019-05-31 18:25:00,2019-05-31 20:55:00,AVE,100.4,Turista,Promo
2019-04-29 03:13:02,MADRID,VALENCIA,2019-05-01 16:30:00,2019-05-01 22:47:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-29 19:07:17,MADRID,SEVILLA,2019-05-13 10:00:00,2019-05-13 12:32:00,AVE,76.3,Turista,Flexible
2019-05-05 01:29:26,BARCELONA,MADRID,2019-05-20 13:25:00,2019-05-20 16:10:00,AVE,85.1,Turista,Promo
2019-05-01 03:44:11,BARCELONA,MADRID,2019-05-28 06:40:00,2019-05-28 09:25:00,AVE,66.75,Turista,Promo
2019-04-14 00:25:45,MADRID,VALENCIA,2019-05-21 11:55:00,2019-05-21 13:35:00,AVE,21.95,Turista,Promo
2019-05-03 23:05:57,MADRID,SEVILLA,2019-05-17 15:00:00,2019-05-17 17:21:00,AVE,76.3,Turista,Flexible
2019-04-14 13:13:02,MADRID,SEVILLA,2019-05-29 18:35:00,2019-05-29 21:08:00,ALVIA,67.2,Turista,Flexible
2019-05-03 21:47:18,BARCELONA,MADRID,2019-05-10 13:25:00,2019-05-10 16:10:00,AVE,75.4,Turista,Promo
2019-04-20 06:34:00,SEVILLA,MADRID,2019-05-24 11:45:00,2019-05-24 14:17:00,AVE,60.3,Turista,Promo
2019-04-22 21:05:39,MADRID,SEVILLA,2019-05-05 13:00:00,2019-05-05 15:40:00,AVE,53.4,Turista,Promo
2019-04-12 14:24:35,MADRID,BARCELONA,2019-05-14 07:20:00,2019-05-14 09:50:00,AVE,,Turista,Promo
2019-04-28 09:03:05,MADRID,SEVILLA,2019-05-24 20:00:00,2019-05-24 22:21:00,AVE,79.65,Preferente,Promo
2019-04-19 21:32:07,MADRID,VALENCIA,2019-05-08 14:10:00,2019-05-08 16:03:00,AVE,33.65,Turista,Promo
2019-04-21 05:23:47,VALENCIA,MADRID,2019-05-07 18:10:00,2019-05-07 19:57:00,AVE,33.65,Turista,Promo
2019-04-19 01:22:23,BARCELONA,MADRID,2019-05-06 14:00:00,2019-05-06 17:10:00,AVE,90.5,Turista Plus,Promo
2019-04-13 14:27:27,MADRID,VALENCIA,2019-05-09 15:30:00,2019-05-09 22:31:00,AVE-MD,,Turista con enlace,Flexible
2019-04-29 23:41:36,MADRID,VALENCIA,2019-05-09 15:10:00,2019-05-09 16:52:00,AVE,45.3,Turista,Promo
2019-04-21 15:06:43,VALENCIA,MADRID,2019-04-22 07:10:00,2019-04-22 08:51:00,AVE,97.35,Preferente,Promo
2019-04-19 20:02:41,BARCELONA,MADRID,2019-06-01 08:00:00,2019-06-01 11:10:00,AVE,75.4,Turista,Promo
2019-04-29 13:31:04,MADRID,VALENCIA,2019-05-08 16:55:00,2019-05-08 21:58:00,AVE-LD,42.05,Turista con enlace,Promo +
2019-04-22 08:12:51,SEVILLA,MADRID,2019-05-28 19:19:00,2019-05-28 21:59:00,INTERCITY,62.2,Turista,Flexible
2019-04-22 02:30:28,MADRID,SEVILLA,2019-05-09 15:00:00,2019-05-09 17:21:00,AVE,76.3,Turista,Flexible
2019-04-29 01:40:42,MADRID,SEVILLA,2019-05-10 09:45:00,2019-05-10 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-21 03:01:50,VALENCIA,MADRID,2019-05-01 06:38:00,2019-05-01 13:37:00,REGIONAL,28.35,Turista,Adulto ida
